ccmaName,ccbaMnm1,ccbaCtcdNm,ccsiName,ccbaAdmin,ccbaKdcd,ccbaCtcd,ccbaAsno,ccbaCncl,ccbaCpno,longitude,latitude,gcodeName,bcodeName,mcodeName,scodeName,ccbaLcad,ccceName,b_class,b_reason,has_coord,grade_w
사적,경주 원원사지,경북,경주시,경주시,13,37,0000460000000,N,1333700460000,129.348575282105,35.6996296974009,유적건조물,종교신앙,불교,사찰,<![CDATA[경북 경주시 외동읍 모화리 2번지]]>,신라시대,B1,사찰·불전·교회 등 경내 건축,Y,2.0
사적,경주 명활성,경북,경주시,경주시,13,37,0000470000000,N,1333700470000,129.262627049995,35.8403470821553,유적건조물,정치국방,성,성곽,<![CDATA[경북 경주시 보문동 ]]>,신라시대,B3,성곽·성지,Y,2.0
사적,관문성,경북,경주시,경주시/울산시,13,37,0000480000000,N,1333700480000,129.328831147056,35.662851154341,유적건조물,정치국방,성,성곽,"<![CDATA[경북 경주시 외동읍 산업로 1739-6, 울산 북구 달천동,중산동,천곡동및 범서면 (모화리)]]>",통일신라 성덕왕,B3,성곽·성지,Y,2.0
사적,경주 천군동 사지,경북,경주시,경주시,13,37,0000820000000,N,1333700820000,129.281144968856,35.8317706220081,유적건조물,종교신앙,불교,사찰,<![CDATA[경북 경주시 천군동 548-1번지]]>,,B1,사찰·불전·교회 등 경내 건축,Y,2.0
사적,경주 성동동 전랑지,경북,경주시,경주시,13,37,0000880000000,N,1333700880000,129.2240377,35.84434141,유적건조물,주거생활,주거건축,건물지,<![CDATA[경북 경주시 성동동 4번지]]>,통일신라시대,B1,가옥·누정·서원·향교,Y,2.0
사적,경주읍성,경북,경주시,경주시,13,37,0000960000000,N,1333700960000,129.2136191,35.8472607,유적건조물,정치국방,성,성지,<![CDATA[경북 경주시 북부동 1번지]]>,1378년(고려 우왕 4년) 개축,B3,성곽·성지,Y,2.0
사적,경주 서출지,경북,경주시,경주시,13,37,0001380000000,N,1333701380000,129.242333246543,35.7964295626636,,,,,,,REVIEW,미매핑 대분류: (공란),Y,2.0
사적,경주 서악동 고분군,경북,경주시,경주시,13,37,0001420000000,N,1333701420000,129.185051414643,35.8255340819754,유적건조물,무덤,무덤,고분군,<![CDATA[경북 경주시 서악동 750번지]]>,삼국시대(신라 6세기초∼7세기중엽),B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 옥산서원,경북,경주시,옥산서원,13,37,0001540000000,N,1333701540000,129.163367122061,36.0117666684586,유적건조물,교육문화,교육기관,서원,<![CDATA[경북 경주시 안강읍 옥산서원길 216-27 (옥산리)]]>,조선 선조 5년(1572),B1,가옥·누정·서원·향교,Y,2.0
사적,경주 문무대왕릉,경북,경주시,경주시,13,37,0001580000000,N,1333701580000,129.484385,35.738140,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 양북면 봉길리 앞 해중(대왕암)]]>,신라시대,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 이견대,경북,경주시,경주시,13,37,0001590000000,N,1333701590000,129.483839795457,35.7442788140985,유적건조물,종교신앙,구비전승지,구비전승지,<![CDATA[경북 경주시 감포읍 대본리 661번지]]>,통일신라 신문왕,B1,사찰·불전·교회 등 경내 건축,Y,2.0
사적,경주 동부 사적지대,경북,경주시,경주시,13,37,0001610000000,N,1333701610000,129.220842324628,35.8342991358295,유적건조물,유물산포지유적산포지,유적분포지,유적분포지,<![CDATA[경북 경주시 황남동 104-1번지]]>,삼국시대,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 낭산 일원,경북,경주시,경주시,13,37,0001630000000,N,1333701630000,129.241817754164,35.8281250251555,유적건조물,유물산포지유적산포지,유적분포지,유적분포지,<![CDATA[경북 경주시 보문동 214-2번지]]>,미상,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 오릉,경북,경주시,경주시,13,37,0001720000000,N,1333701720000,129.208462122044,35.8230687425109,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 탑동 67번지]]>,신라시대(서기 3~111년경),B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 일성왕릉,경북,경주시,경주시,13,37,0001730000000,N,1333701730000,129.221705394322,35.8137623243267,,,,,,,REVIEW,미매핑 대분류: (공란),Y,2.0
사적,경주 탈해왕릉,경북,경주시,경주시,13,37,0001740000000,N,1333701740000,129.232368,35.852199,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 동천동 산17번지]]>,신라 탈해왕(서기 80년경),B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 미추왕릉,경북,경주시,경주시,13,37,0001750000000,N,1333701750000,129.213419149019,35.836935024129,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 황남동 89-2번지]]>,신라 미추왕,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 법흥왕릉,경북,경주시,경주시,13,37,0001760000000,N,1333701760000,129.163501840117,35.8246255863327,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 효현동 63번지]]>,신라 법흥왕(서기 540년경),B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 진흥왕릉,경북,경주시,경주시,13,37,0001770000000,N,1333701770000,129.183936623461,35.8291611848934,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 서악동 산92-2번지]]>,신라 진흥왕,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 헌안왕릉,경북,경주시,경주시,13,37,0001790000000,N,1333701790000,129.184074621094,35.8282127080473,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 서악동 산92-2번지]]>,통일신라 헌안왕(서기 861년경),B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 진평왕릉,경북,경주시,경주시,13,37,0001800000000,N,1333701800000,129.25061713624,35.8321844643858,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 보문동 608번지]]>,신라 진평왕(서기 632년경),B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 신문왕릉,경북,경주시,경주시,13,37,0001810000000,N,1333701810000,129.246198047564,35.817831379351,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 배반동 453-1번지]]>,통일신라 신문왕(692년경),B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 선덕여왕릉,경북,경주시,경주시,13,37,0001820000000,N,1333701820000,129.242387511399,35.8234805031646,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 보문동 산79-2번지]]>,신라 선덕여왕,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 효공왕릉,경북,경주시,경주시,13,37,0001830000000,N,1333701830000,129.249749017833,35.8215231811109,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 배반동 산14번지]]>,통일신라 효공왕,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 효소왕릉,경북,경주시,경주시,13,37,0001840000000,N,1333701840000,129.279923566448,35.7873622077827,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 조양동 산8번지]]>,통일신라 효소왕,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 신무왕릉,경북,경주시,경주시,13,37,0001850000000,N,1333701850000,129.259524342663,35.8126080219237,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 동방동 660번지]]>,통일신라 신무왕,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 정강왕릉,경북,경주시,경주시,13,37,0001860000000,N,1333701860000,129.240279205587,35.7994610241397,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 남산동 산53번지]]>,통일신라 정강왕,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 헌강왕릉,경북,경주시,경주시,13,37,0001870000000,N,1333701870000,129.240097478222,35.802205189815,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 남산동 산55번지]]>,통일신라 헌강왕,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 내물왕릉,경북,경주시,경주시,13,37,0001880000000,N,1333701880000,129.218419,35.833176,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 교동 14번지]]>,신라 내물왕,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 전 민애왕릉,경북,경주시,경주시,13,37,0001900000000,N,1333701900000,129.174269316132,35.7921691775888,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 내남면 망성리 산40번지]]>,통일신라 민애왕,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 배동 삼릉,경북,경주시,경주시,13,37,0002190000000,N,1333702190000,129.209083753045,35.797435444011,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 배동 73-1번지]]>,신라시대,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 희강왕릉,경북,경주시,경주시,13,37,0002200000000,N,1333702200000,129.17796275748,35.7899570653301,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 내남면 망성리 34번지]]>,통일신라 희강왕,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 지마왕릉,경북,경주시,경주시,13,37,0002210000000,N,1333702210000,129.211459663096,35.8043309206463,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 배동 30번지]]>,신라 지마왕,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 경애왕릉,경북,경주시,경주시,13,37,0002220000000,N,1333702220000,129.208373841976,35.7961128662214,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 배동 산73-1번지]]>,통일신라 경애왕,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 화산리 회유토기 요지,경북,경주시,경주시,13,37,0002410000000,N,1333702410000,129.274748014221,35.9244524758416,유적건조물,산업생산,요업,토기가마,<![CDATA[경상북도 경주시 천북면 화산리 945]]>,통일신라시대,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 나정,경북,경주시,경주시,13,37,0002450000000,N,1333702450000,129.212631019677,35.8158751249518,유적건조물,주거생활,주거건축,주거시설,<![CDATA[경북 경주시 탑동 700-1번지]]>,신라,B1,가옥·누정·서원·향교,Y,2.0
사적,경주 재매정,경북,경주시,경주시,13,37,0002460000000,N,1333702460000,129.212953568583,35.8289114098921,유적건조물,주거생활,주거건축,주거시설,<![CDATA[경북 경주시 교동 89-7번지]]>,삼국시대,B1,가옥·누정·서원·향교,Y,2.0
사적,경주 동방동 와요지,경북,경주시,경주시,13,37,0002630000000,N,1333702630000,129.258785057631,35.8097098920138,유적건조물,산업생산,요업,도자기가마,<![CDATA[경북 경주시 동방동 343-4번지]]>,고려시대 ∼ 조선후기,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 남산 일원,경북,경주시,경주시,13,37,0003110000000,N,1333703110000,129.225621969664,35.7814480777656,유적건조물,유물산포지유적산포지,유적분포지,유적분포지,"<![CDATA[경북 경주시 인왕동 외4개동,경주군내남면용장리외2개리]]>",삼국시대,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 용강동 고분,경북,경주시,경주시,13,37,0003280000000,N,1333703280000,129.224337662425,35.8614145642072,유적건조물,무덤,무덤,봉토묘,<![CDATA[경북 경주시 용강동 1130-2번지 3필]]>,7c후반~8c전반,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 천관사지,경북,경주시,경주시,13,37,0003400000000,N,1333703400000,129.215279688401,35.8244798960823,유적건조물,종교신앙,불교,사찰,<![CDATA[경상북도 경주시 교동 243]]>,신라시대,B1,사찰·불전·교회 등 경내 건축,Y,2.0
사적,경주 구정동 고분군,경북,경주시,경주시,13,37,0003500000000,N,1333703500000,129.301630986462,35.7821055671004,유적건조물,무덤,무덤,고분군,<![CDATA[경북 경주시 불국로 61 (구정동)]]>,3c말~4c초,B3,고분·유적지·가마·봉수,Y,2.0
사적,포항 장기읍성,경북,포항시,포항시,13,37,0003860000000,N,1333703860000,129.488821,35.896304,유적건조물,정치국방,성,성지,<![CDATA[경북 포항시 남구 장기면 읍내리 127-2번지 외]]>,세종 21년(1439),B3,성곽·성지,Y,2.0
사적,경주 보문동 사지,경북,경주시,경주시,13,37,0003900000000,N,1333703900000,129.254283,35.825505,유적건조물,종교신앙,불교,사찰,<![CDATA[경북 경주시 보문동 848-6번지 외]]>,통일신라시대,B1,사찰·불전·교회 등 경내 건축,Y,2.0
사적,경주 용강동 원지 유적,경북,경주시,경주시,13,37,0004190000000,N,1333704190000,129.221977618124,35.8665535496799,유적건조물,주거생활,조경건축,원,"<![CDATA[경북 경주시 황성동 251-28번지 , 용강동181외]]>",통일신라시대,B1,가옥·누정·서원·향교,Y,2.0
사적,경주 손곡동과 물천리 유적,경북,경주시,경주시,13,37,0004300000000,N,1333704300000,129.289924294781,35.8652678478689,유적건조물,유물산포지유적산포지,유적분포지,유적분포지,<![CDATA[경북 경주시 천북면 물천리 일원]]>,신라시대,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 춘양교지와 월정교지,경북,경주시,경주시,13,37,0004570000000,N,1333704570000,129.221844810706,35.829237247077,유적건조물,교통통신,교통,교량,"<![CDATA[경북 경주시 인왕동 921-1번지 외, 교동 274 등]]>",경덕왕 19년(760),B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 황성동 고분,경북,경주시,경주시,13,37,0004760000000,N,1333704760000,129.211523157721,35.8670704607418,유적건조물,무덤,무덤,봉토묘,<![CDATA[경북 경주시 황성동 906-5번지]]>,7세기 중반,B3,고분·유적지·가마·봉수,Y,2.0
사적,포항 법광사지,경북,포항시,포항시,13,37,0004930000000,N,1333704930000,129.243232,36.147241,유적건조물,종교신앙,불교,사찰,<![CDATA[경북 포항시 북구 신광면 상읍리 967번지 일원]]>,통일신라시대,B1,사찰·불전·교회 등 경내 건축,Y,2.0
사적,경주 불국사,경북,경주시,불국사,13,37,0005020000000,N,1333705020000,129.332056,35.79015651,유적건조물,종교신앙,불교,사찰,"<![CDATA[경북 경주시 불국로 385, 등 (진현동)]]>",통일신라시대,B1,사찰·불전·교회 등 경내 건축,Y,2.0
사적,경주 대릉원 일원,경북,경주시,경주시,13,37,0005120000000,N,1333705120000,129.215781,35.835486,유적건조물,무덤,무덤,고분군,<![CDATA[경북 경주시 노동동 261 등]]>,신라시대,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 진지왕릉,경북,경주시,경주시,13,37,0005170000000,N,1333705170000,129.184022041931,35.828862580412,유적건조물,무덤,왕실무덤,고대,<![CDATA[경상북도 경주시 서악4길 80-100 (서악동)]]>,,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 문성왕릉,경북,경주시,경주시,13,37,0005180000000,N,1333705180000,129.18437609151,35.8283386223206,유적건조물,무덤,왕실무덤,고대,<![CDATA[경상북도 경주시 서악4길 80-100 (서악동)]]>,,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 인왕동 사지,경북,경주시,경주시,13,37,0005330000000,N,1333705330000,129.22262638312,35.8288373451312,유적건조물,종교신앙,불교,사찰,<![CDATA[경상북도 경주시 인왕동 342]]>,통일신라,B1,사찰·불전·교회 등 경내 건축,Y,2.0
사적,경주 분황사지,경북,경주시,경주시,13,37,0005480000000,N,1333705480000,129.233647482743,35.8408943467962,유적건조물,종교신앙,불교,사찰,"<![CDATA[경상북도 경주시 분황로 94-11 (구황동, 분황사)]]>",신라시대,B1,사찰·불전·교회 등 경내 건축,Y,2.0
사적,경주 구황동 원지 유적 일원,경북,경주시,경주시,13,37,0005490000000,N,1333705490000,129.235379052613,35.8407966275241,유적건조물,주거생활,조경건축,원,<![CDATA[경상북도 경주시 구황동]]>,신라시대,B1,가옥·누정·서원·향교,Y,2.0
사적,경주 금강산 표암봉 일원(2022),경북,경주시,경주시,13,37,0005640000000,N,1333705640000,0,0,유적건조물,유물산포지유적산포지,유적분포지,유적분포지,<![CDATA[경상북도 경주시 동천동 산 7-6 일원]]>,삼국(신라)시대,B3,고분·유적지·가마·봉수,N,2.0
사적,제2로 직봉 - 경주 접포현 봉수 유적,경북,경주시,경주시,13,37,0005680000700,N,1333705680700,0,0,유적건조물,교통통신,통신,봉수,<![CDATA[경상북도 경주시 광명동 산 18 일원]]>,조선시대,B3,고분·유적지·가마·봉수,N,2.0
명승,울진 불영사계곡 일원,경북,울진군,울진군,15,37,0000060000000,N,1353700060000,129.300081750168,36.9519121658749,자연유산,명승,문화경관,,<![CDATA[경북 울진군 근남면 수곡리 산121번지 외 855필]]>,미상,ANCHOR,명승은 정답(앵커) — 특징 사용 금지,Y,1.0
명승,포항 용계정과 덕동숲,경북,포항시,포항시,15,37,0000810000000,N,1353700810000,129.1859789,36.16596336,자연유산,명승,역사문화경관,,"<![CDATA[경북 포항시 북구 기북면 덕동문화길 26, 등 (오덕리)]]>",-,ANCHOR,명승은 정답(앵커) — 특징 사용 금지,Y,1.0
명승,포항 보경사 내연산 폭포,경북,포항시,포＊＊＊,15,37,0001250000000,N,1353701250000,0,0,자연유산,명승,자연경관,지형지질경관,<![CDATA[경상북도  포항시]]>,,ANCHOR,명승은 정답(앵커) — 특징 사용 금지,N,1.0
명승,영덕 옥계 침수정 일원,경북,영덕군,영덕군,15,37,0001320000000,N,1353701320000,0,0,자연유산,명승,역사문화경관,,<![CDATA[경상북도 영덕군 팔각산로 794 (달산면)]]>,조선시대,ANCHOR,명승은 정답(앵커) — 특징 사용 금지,N,1.0
천연기념물,경주 오류리 등나무,경북,경주시,경주시,16,37,0000890000000,N,1363700890000,129.195568129908,35.8785180695801,자연유산,천연기념물,문화역사기념물,민속,<![CDATA[경북 경주시 현곡면 오류리 527번지]]>,,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",Y,2.0
천연기념물,울진 수산리 굴참나무,경북,울진군,울진군,16,37,0000960000000,N,1363700960000,129.397359225584,36.9674361102787,자연유산,천연기념물,생물과학기념물,대표성,<![CDATA[경북 울진군 근남면 수산리 381-1번지]]>,,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",Y,2.0
천연기념물,경주 독락당 조각자나무,경북,경주시,경주시,16,37,0001150000000,N,1363701150000,129.159817557062,36.0167494975964,자연유산,천연기념물,문화역사기념물,종교,<![CDATA[경상북도 경주시 옥산서원길  300-3(안강읍) ]]>,,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",Y,2.0
천연기념물,울진 성류굴,경북,울진군,울진군,16,37,0001550000000,N,1363701550000,129.378928,36.957440,자연유산,천연기념물,지구과학기념물,천연동굴,<![CDATA[경상북도 울진군 근남면 구산리 산 30 외]]>,고생대,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",Y,2.0
천연기념물,울진 후정리 향나무,경북,울진군,울진군,16,37,0001580000000,N,1363701580000,129.416945712454,37.0573014973753,자연유산,천연기념물,문화역사기념물,민속,<![CDATA[경북 울진군 죽변면 후정리 297-2번지]]>,,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",Y,2.0
천연기념물,울진 화성리 향나무,경북,울진군,울진군,16,37,0003120000000,N,1363703120000,129.381311823119,37.042361330369,자연유산,천연기념물,생물과학기념물,대표성,<![CDATA[경북 울진군 죽변면 산190번지 외 1필]]>,,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",Y,2.0
천연기념물,월성 육통리 회화나무,경북,경주시,경주시,16,37,0003180000000,N,1363703180000,129.21516909417,36.0200746139117,자연유산,천연기념물,문화역사기념물,민속,<![CDATA[경북 경주시 안강읍 육통리 1428외 3필]]>,,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",Y,2.0
천연기념물,포항 발산리 모감주나무와 병아리꽃나무군락,경북,포항시,포항시,16,37,0003710000000,N,1363703710000,129.517654072492,36.0449245980292,자연유산,천연기념물,생물과학기념물,분포학,<![CDATA[경상북도 포항시 남구 호미로2122번길 60 (동해면)]]>,,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",Y,2.0
천연기념물,울진 쌍전리 산돌배나무,경북,울진군,울진군,16,37,0004080000000,N,1363704080000,129.117725877662,36.960450359488,자연유산,천연기념물,생물과학기념물,유전학,<![CDATA[경상북도 울진군 금강송면 쌍전리 산 146-1]]>,,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",Y,2.0
천연기념물,울진 행곡리 처진소나무,경북,울진군,울진군,16,37,0004090000000,N,1363704090000,129.36842159727,36.9727400620354,자연유산,천연기념물,문화역사기념물,기념,<![CDATA[경북 울진군 근남면 행곡리 672번지]]>,,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",Y,2.0
천연기념물,포항 달전리 주상절리,경북,포항시,포항시,16,37,0004150000000,N,1363704150000,129.295733972098,36.0285908577761,자연유산,천연기념물,지구과학기념물,지질지형,<![CDATA[경상북도 포항시 남구 연일읍 달전리 산 19-3 외]]>,신생대,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",Y,2.0
천연기념물,포항 북송리 북천수,경북,포항시,포항시,16,37,0004680000000,N,1363704680000,129.323398737692,36.1171288424686,자연유산,천연기념물,문화역사기념물,생활,<![CDATA[경북 포항시 북구 흥해읍 북송길 63 (북송리)]]>,수령 50~200여년,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",Y,2.0
천연기념물,영덕 도천리 도천숲,경북,영덕군,영덕군,16,37,0005140000000,N,1363705140000,129.352584607262,36.3068437294459,자연유산,천연기념물,문화역사기념물,민속,<![CDATA[경북 영덕군 남정면 도천리 75번지]]>,,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",Y,2.0
천연기념물,경주 양남 주상절리군,경북,경주시,경주시,16,37,0005360000000,N,1363705360000,129.474295,35.686190,자연유산,천연기념물,지구과학기념물,지질지형,<![CDATA[ 경상북도 경주시 양남면 일원 공유수면]]>,신생대,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",Y,2.0
천연기념물,경주개 동경이,경북,경주시,경주시,16,37,0005400000000,N,1363705400000,0,0,자연유산,천연기념물,생물과학기념물,특수성,<![CDATA[경상북도 경주시 용명공단길 138-14 (건천읍)]]>,,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",N,2.0
천연기념물,포항 뇌성산 뇌록산지,경북,포항시,포항시,16,37,0005470000000,N,1363705470000,129.510263935818,35.9331134413295,자연유산,천연기념물,지구과학기념물,지질지형,<![CDATA[경상북도 포항시 남구 장기면 학계리 산 7-2 ]]>,,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",Y,2.0
천연기념물,포항 흥해향교 이팝나무군락,경북,포항시,포＊＊＊,16,37,0005610000000,N,1363705610000,0,0,자연유산,천연기념물,문화역사기념물,생활,<![CDATA[경상북도  포항시]]>,,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",N,2.0
천연기념물,포항 오도리 주상절리,경북,포항시,포항시,16,37,0005750000000,N,1363705750000,0,0,자연유산,천연기념물,지구과학기념물,지질지형,<![CDATA[경상북도 포항시 북구 흥해읍 오도리 산 91 일원]]>,신생대,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",N,2.0
천연기념물,포항 금광동층 신생대 화석산지,경북,포항시,포항시,16,37,0005770000000,N,1363705770000,0,0,자연유산,천연기념물,지구과학기념물,지질지형,<![CDATA[경상북도  포항시]]>,신생대,NATURE,"자연유산 — v1 뷰포인트 전용 (점수 미반영, 지질명소 앵커와 중복 주의)",N,2.0
국가무형유산,경주교동법주,경북,경주시,,17,37,0000860000300,N,1273700860300,0,0,무형유산,전통 생활관습,식생활,,<![CDATA[경상북도 경주시 ]]>,,EXCLUDE,무형유산 — 장소 경험 아님,N,1.0
국가민속문화유산,경주 양동마을 송첨종택,경북,경주시,손＊＊＊,18,37,0000230000000,N,1483700230000,129.253587171607,36.0038121610546,유적건조물,주거생활,주거건축,가옥,<![CDATA[경상북도 경주시 양동마을안길  75-6(강동면) ]]>,조선시대 초기,B1,가옥·누정·서원·향교,Y,2.0
국가민속문화유산,경주 최부자댁,경북,경주시,학교법인 영남학원,18,37,0000270000000,N,1483700270000,129.216209959668,35.8308808318693,,,,,,,REVIEW,미매핑 대분류: (공란),Y,2.0
국가민속문화유산,경주 월암종택,경북,경주시,이＊＊＊,18,37,0000340000000,N,1483700340000,129.218750860627,35.8195691528182,유적건조물,주거생활,주거건축,가옥,<![CDATA[경북 경주시 식혜골길 35 (탑동)]]>,조선시대,B1,가옥·누정·서원·향교,Y,2.0
국가민속문화유산,경주 양동마을 낙선당 고택,경북,경주시,손＊＊＊,18,37,0000730000000,N,1483700730000,129.253299181052,36.0045460514442,유적건조물,주거생활,주거건축,가옥,<![CDATA[경북 경주시 강동면 양동마을안길 75-24 (양동리)]]>,미상,B1,가옥·누정·서원·향교,Y,2.0
국가민속문화유산,경주 양동마을 사호당 고택,경북,경주시,박＊＊＊,18,37,0000740000000,N,1483700740000,129.254780241462,36.0031084222101,유적건조물,주거생활,주거건축,가옥,<![CDATA[경북 경주시 강동면 양동마을안길 83-8 (양동리)]]>,조선 헌종 6년(1840),B1,가옥·누정·서원·향교,Y,2.0
국가민속문화유산,경주 양동마을 상춘헌 고택,경북,경주시,백＊＊＊,18,37,0000750000000,N,1483700750000,129.255165277401,36.0027966221647,유적건조물,주거생활,주거건축,가옥,<![CDATA[경북 경주시 강동면 양동마을안길 85-7 (양동리)]]>,조선 영조 6년(1730),B1,가옥·누정·서원·향교,Y,2.0
국가민속문화유산,경주 양동마을 근암고택,경북,경주시,이＊＊＊,18,37,0000760000000,N,1483700760000,129.255719511932,36.002659728975,유적건조물,주거생활,주거건축,가옥,<![CDATA[경북 경주시 강동면 양동리 214-1번지]]>,조선 정조 4년(1780),B1,가옥·누정·서원·향교,Y,2.0
국가민속문화유산,경주 양동마을 두곡고택,경북,경주시,이＊＊＊,18,37,0000770000000,N,1483700770000,129.256114277338,36.0013464878699,유적건조물,주거생활,주거건축,가옥,<![CDATA[경북 경주시 강동면 양동마을길 152-9 (양동리)]]>,조선 영조 49년(1733),B1,가옥·누정·서원·향교,Y,2.0
국가민속문화유산,경주 양동마을 수졸당 고택,경북,경주시,정＊＊＊,18,37,0000780000000,N,1483700780000,129.253987,36.002344,유적건조물,주거생활,주거건축,가옥,<![CDATA[경북 경주시 강동면 양동리 212번지]]>,조선 광해군 12년(1620),B1,가옥·누정·서원·향교,Y,2.0
국가민속문화유산,경주 양동마을 이향정 고택,경북,경주시,이＊＊＊,18,37,0000790000000,N,1483700790000,129.254461456466,35.9991150984747,,,,,,,REVIEW,미매핑 대분류: (공란),Y,2.0
국가민속문화유산,경주 양동마을 수운정,경북,경주시,손＊＊＊,18,37,0000800000000,N,1483700800000,129.249654,36.004030,유적건조물,주거생활,조경건축,누정,<![CDATA[경북 경주시 강동면 양동마을안길 45-20 (양동리)]]>,조선 선조 13년(1580),B1,가옥·누정·서원·향교,Y,2.0
국가민속문화유산,경주 양동마을 심수정,경북,경주시,이＊＊＊,18,37,0000810000000,N,1483700810000,129.255001622845,36.000161508763,유적건조물,주거생활,조경건축,누정,<![CDATA[경북 경주시 강동면 양동마을길 138-5 (양동리)]]>,조선 명종 15년(1560),B1,가옥·누정·서원·향교,Y,2.0
