u,v,length_m,highway
529792222,13585868087,79.3,tertiary
13585868087,12291008423,23.3,tertiary
529458573,10828161889,38.1,tertiary
10828161889,529458572,43.4,tertiary
529458572,529470290,39.6,tertiary
529470290,10828161858,7.8,tertiary
10828161858,10828161881,51.9,tertiary
10828161881,529458571,29.6,tertiary
529458571,529458570,136.0,tertiary
529458570,529804448,106.5,tertiary
529804448,10828161882,12.1,tertiary
10828161882,10828161883,96.9,tertiary
10828161883,10828161884,162.3,tertiary
10828161884,10828161885,54.3,tertiary
529458573,10828161890,59.9,tertiary_link
10828161890,10828161891,40.2,tertiary_link
10828161891,10828161892,22.3,tertiary_link
10828161892,10828161893,14.8,tertiary_link
10828161893,10828161894,20.5,tertiary_link
10828161894,10828161895,8.6,tertiary_link
10828161858,10828161885,6.9,tertiary
10828161886,529470290,6.8,tertiary
790705495,3972492217,141.8,tertiary
3972492217,436666869,28.0,tertiary
414664591,903866864,83.4,primary
903866864,2122131954,47.3,primary
2122131954,2818013373,32.8,primary
2818013373,6699605797,84.5,primary
6699605797,436666869,94.6,primary
2122131966,10828161833,30.9,secondary
10828161833,10828161903,16.4,secondary
10828161903,10828161830,53.5,secondary
10828161899,10828161900,5.5,tertiary_link
10828161900,10828161901,6.9,tertiary_link
10828161901,10828161902,6.3,tertiary_link
10828161903,10828183444,10.9,tertiary_link
10828183444,10828161904,20.8,tertiary_link
10828161904,10828183405,14.3,tertiary_link
10828183405,10828183406,3.7,tertiary_link
10828183406,10828161899,6.6,tertiary_link
10828161842,10828183408,7.7,tertiary
10828183408,4800702188,6.4,secondary
4800702188,12348089534,2.2,tertiary
12348089534,10828161831,5.3,tertiary
10828183427,436736919,8.7,secondary
10828183428,10862415653,12.4,tertiary_link
10862415653,10828183429,3.6,tertiary_link
10828183429,10828183430,12.4,tertiary_link
10828183430,10828183431,6.6,tertiary_link
10828183431,10828183432,9.3,tertiary_link
10828183432,10828183436,10.3,tertiary_link
529807858,529807857,37.3,tertiary
529807857,529807856,17.6,tertiary
529807856,10857705896,17.3,tertiary
10857705896,790706281,92.7,tertiary
790706281,11507998192,32.3,tertiary
11507998192,4161735409,106.0,tertiary
436736919,10828183436,27.2,tertiary
10828183436,10828183442,26.1,tertiary
10828183442,10828183433,47.6,tertiary
10828183433,4161735409,25.5,tertiary
4161735409,10828183434,27.0,tertiary
10828183434,10828183437,71.0,tertiary
10828183437,11062761568,12.6,secondary_link
11062761568,10828183438,3.8,secondary_link
10828183438,10828183439,14.7,secondary_link
10828183439,10828183440,10.2,secondary_link
10828183440,10828183441,6.5,secondary_link
10828183451,5982233046,17.6,primary
5982233046,2122131939,63.0,primary
2122131939,2122131944,24.8,primary
2122131944,2122131955,6.1,primary
2122131955,10828183445,8.3,primary
10828183445,10828183446,24.8,primary
10828183446,10828183447,63.0,primary
10828183447,5982233045,15.4,primary
10828161832,530278118,11.4,primary_link
530278118,5982233043,10.2,primary_link
5982233043,5982233044,5.7,primary_link
5982233044,10828183451,18.3,primary_link
10828183458,10828183450,9.5,primary
2122131937,10828183458,5.1,primary
2122131966,2122131937,9.7,primary
5982233052,530278109,25.9,primary
530278109,10828183456,2.9,primary
10828183456,10828183474,43.2,primary
10828183474,10828183450,6.7,primary
10828183466,10828183467,3.7,footway
10828183467,10828183468,4.9,footway
10828183468,10828183469,139.5,footway
10828183469,10828183459,63.1,footway
10828183459,5408960975,73.5,footway
5408960975,10828183470,8.5,footway
10828183460,5224663703,14.8,footway
5224663703,10828183461,25.9,footway
10828183461,10828183471,9.7,footway
10828183471,10828183462,30.5,footway
10828183462,10828183463,32.4,footway
10828183463,10828183464,3.3,footway
10828183464,10828183465,2.2,footway
10828183465,10828183472,7.7,footway
10828183472,10828183466,5.1,footway
529804459,10857621945,8.0,tertiary
10857621945,7437065247,53.6,tertiary
7437065247,2911126360,125.5,tertiary
2911126360,10857998386,40.7,tertiary
10857998386,10857998382,27.1,tertiary
10857998382,2911126361,39.3,tertiary
2911126361,529804451,60.9,tertiary
529804451,11507998111,18.1,tertiary
11507998111,12342937793,51.1,tertiary
12342937793,10857998388,20.4,tertiary
10857998388,529804448,28.4,tertiary
529780911,7437065249,105.5,tertiary
7437065249,4709226982,43.5,tertiary
4709226982,12871710694,35.7,tertiary
12871710694,7437065250,23.0,tertiary
7437065250,10857691420,27.3,tertiary
10857691420,529804459,43.8,tertiary
529780911,2122131942,87.5,tertiary
2122131942,2911126357,68.4,tertiary
2911126357,2122131960,1.0,tertiary
2122131960,2911126348,11.2,tertiary
2911126348,2122131949,50.4,tertiary
2122131949,12995905515,8.8,tertiary
12995905515,10828161838,76.7,tertiary
10828161838,2122131964,6.2,tertiary
4627767700,13062080966,72.2,tertiary
13062080966,4627767698,69.8,tertiary
4627767698,10855840657,6.9,tertiary
10855840657,10855840658,72.5,tertiary
10855840658,10828161849,74.0,tertiary
4627767700,790706280,134.5,tertiary
529807805,5342836239,160.2,tertiary
5342836239,13065355408,71.2,tertiary
13065355408,790706280,75.0,tertiary
4161735409,529807805,136.2,tertiary
529807801,529807800,101.3,tertiary
529807800,2122131952,77.8,tertiary
529804459,10855840630,79.3,tertiary
10855840630,529804464,63.8,tertiary
529804464,4519515215,157.1,tertiary
2122131952,529807769,66.2,tertiary
529807769,529807768,66.1,tertiary
529807768,529807771,70.4,tertiary
529807771,4519515215,70.3,tertiary
3076736294,3076736291,25.8,primary
3076736291,10601679475,12.7,primary
10601679475,10601679474,46.9,primary
10601679474,2122131936,16.2,primary
2122131936,3076736288,12.1,primary
3076736288,414664591,102.8,primary
414664590,790705647,11.2,tertiary
790705647,3076736292,24.8,tertiary
3076736292,3076736289,73.9,tertiary
3076736289,529510435,84.0,tertiary
529510435,529458567,157.2,tertiary
790705540,529778451,26.4,residential
529778451,4296547663,66.0,residential
4296547663,529778393,6.5,residential
529778393,13094906951,19.1,residential
13094906951,13604051801,17.0,residential
13604051801,529778390,39.4,residential
529778390,13583275724,41.7,residential
13583275724,4529076915,10.2,residential
4529076915,529778454,138.3,tertiary
529778454,13583273072,10.9,tertiary
13583273072,529458565,9.0,tertiary
529458565,10831435195,15.5,tertiary
10831435195,10831435197,13.9,tertiary
10831435197,10857624516,0.8,tertiary
10857624516,3076736297,21.8,tertiary
529778386,10831435202,16.3,tertiary
10831435202,4529076915,189.4,tertiary
12512219225,529778369,173.8,tertiary
529778369,13509391304,12.2,tertiary
4055395297,529778372,79.2,tertiary
529778372,10831435201,72.2,tertiary
10831435201,529778386,64.9,tertiary
10831435184,13094888893,543.5,tertiary
13094888893,10831435183,30.9,tertiary
10831435183,10831435182,68.0,tertiary
10831435182,10831435181,89.8,tertiary
10831435181,10831435180,39.8,tertiary
10831435180,13120677741,61.9,tertiary
13120677741,10831435179,15.5,tertiary
10831435191,529458567,5.3,tertiary
4704828722,12203446585,136.4,tertiary
12203446585,10831435191,7.3,tertiary
10831435196,10831435197,5.3,tertiary_link
10831435197,10831435198,17.7,service
4529076915,10831435199,6.2,tertiary_link
10831435191,10831435190,35.6,tertiary
10831435190,10831435192,121.9,tertiary
10831435192,12203240874,15.0,tertiary
12203240874,10831435189,11.5,tertiary
10831435189,529792240,94.6,tertiary
529792240,10831435193,36.7,tertiary
10831435199,10831435187,98.6,tertiary
10831435187,10831435200,106.4,tertiary
10831435200,10831435186,55.9,tertiary
10831435186,529778373,52.0,tertiary
529778373,10831435185,97.5,tertiary
10831435185,10831435184,11.9,tertiary
10831435184,4055395297,6.3,tertiary
10831435179,10831435203,82.5,tertiary
4704828722,2911126377,8.3,tertiary_link
10831435203,3759566252,20.0,tertiary
3759566252,9251915288,133.7,tertiary
9251915288,10831436208,169.9,tertiary
10831436208,10831436209,100.6,tertiary
10831436209,10831436207,3.4,tertiary
9251915283,9251915282,153.7,track
3759566193,10831436207,7.4,tertiary_link
10831436233,10831436226,117.8,tertiary
10831436226,9251915279,9.0,tertiary
9251915279,9251915283,172.8,tertiary
9251915283,3759566193,67.9,tertiary
10831436207,10831436206,67.7,tertiary
10831436206,10831435178,172.6,tertiary
10831435178,10831436220,5.7,tertiary
10831436220,10831436217,126.9,tertiary
10831436395,10831436211,12.0,primary
10831436212,10831436213,11.8,primary
10831436217,10831436225,170.2,primary
10831436225,10831436488,152.7,primary
10831436488,10831436218,25.3,primary
10831436218,10831436446,11.6,primary
10831436446,10831436219,53.8,primary
10831436219,10831436211,45.9,primary
10831436220,10831436221,70.2,primary_link
10831436221,10831436222,39.3,primary_link
10831436222,13473107944,55.1,primary_link
13473107944,10831436223,13.8,primary_link
10831436223,10831436224,52.8,primary_link
10831436224,10831436225,37.2,primary_link
10831436232,10831436231,27.5,tertiary_link
10831436231,10831436230,35.5,tertiary_link
10831436230,10831436229,28.5,tertiary_link
10831436229,10831436228,26.0,tertiary_link
10831436228,10831436227,27.8,tertiary_link
10831436227,10831436226,54.5,tertiary_link
312198408,312198423,35.7,tertiary
312198423,312198438,42.8,tertiary
312198438,312198451,43.6,tertiary
312198451,5224648433,56.2,tertiary
5224648433,10831436234,19.9,tertiary
10831436234,13061816143,32.1,tertiary
13061816143,10831436235,35.6,tertiary
10831436235,10831436240,144.1,tertiary
10831436240,10831436215,54.2,tertiary
10831436215,10831436239,36.9,primary
10831436239,436597949,12.6,primary
10831436236,2519290391,62.2,tertiary
2519290391,10831436396,10.3,tertiary
10831436396,436597947,5.9,tertiary
10831436240,13147505126,17.4,primary_link
13147505126,10831436241,9.1,primary_link
10831436241,10831436242,9.8,primary_link
10831436242,10831436397,8.6,primary_link
10831436397,10831436239,8.5,primary_link
10831436238,10831436243,19.1,primary_link
10831436243,10831436244,16.6,primary_link
10831436244,10831436245,36.1,primary_link
10831436395,9365255214,56.4,primary
9365255214,10831436214,65.1,primary
10831436214,10831435177,332.4,primary
529458548,10831435177,11.6,primary
10831436245,10831436216,114.8,primary
10831436216,10831436232,121.6,primary
10831436232,10831436233,157.6,primary
10831436217,10831435177,12.2,tertiary
529458548,10831436233,12.1,tertiary
10831436233,10831436217,11.3,primary
10831436253,10831436252,7.1,tertiary
10831436252,10831436213,31.6,tertiary
10831436302,10831436303,9.5,residential
10831436303,10831436304,7.4,residential
10831436304,10831436321,11.3,residential
10831436321,10831436305,8.8,residential
10831436321,10831436322,126.4,track
10831436322,10831436323,26.8,track
10831436323,10831436324,15.4,track
10831436324,10831436325,20.8,track
10831436358,10831436366,33.3,tertiary
10831436366,10831436365,33.0,tertiary
10831436365,10831436364,53.5,tertiary
10831436364,10831436391,26.7,tertiary
10831436391,10831436390,52.2,tertiary
10831436390,10831436389,62.1,tertiary
10831436389,10831436388,61.0,tertiary
10831436388,10831436387,61.4,tertiary
10831436387,10831436386,43.5,tertiary
10831436386,10831436385,44.5,tertiary
10831436385,10831436384,53.0,tertiary
10831436384,10831436383,53.4,tertiary
10831436383,10831436382,54.9,tertiary
10831436382,10831436381,54.4,tertiary
10831436381,10831436380,77.3,tertiary
10831436380,10831436379,76.5,tertiary
10831436379,10831436378,107.9,tertiary
10831436378,10831436377,106.3,tertiary
10831436377,10831436376,233.4,tertiary
10831436376,10831436393,158.0,tertiary
10831436393,10831436375,32.8,tertiary
10831436375,10831436392,37.6,tertiary
10831436392,10831436454,10.7,tertiary
10831436454,10831436374,24.7,tertiary
10831436374,10831436212,54.4,tertiary
10831436211,10831436212,9.5,primary
10831436213,10831436395,9.2,primary
2519290314,10831436395,11.4,primary
10831436213,9365255196,11.1,primary
10831436238,10831436237,35.7,primary
10831436236,312198491,4.2,primary
436597947,10831436398,40.7,tertiary
10831436398,312198491,38.5,tertiary
10831436215,10831436237,4.0,primary
10831436237,10831436236,16.0,primary
312198491,10831436215,15.7,primary
10831436398,10831436399,225.8,residential
10831436399,10831436400,40.1,residential
10831436400,10857706102,59.9,residential
10857706102,10831436401,65.7,residential
10831436401,10831436402,20.0,residential
10831436427,10831436404,7.0,residential
10831436404,10831436405,26.8,residential
10831436405,10831436406,38.2,residential
10831436406,10831436407,20.1,residential
10831436407,10831436408,30.7,residential
10831436408,10831436409,44.6,residential
10831436409,10831436410,52.0,residential
10831436410,2519290475,22.4,residential
2519290475,10831436411,80.9,residential
10831436411,10831436412,19.4,residential
10831436412,10831436413,17.5,residential
10831436413,10831436414,26.4,residential
10831436414,10831436415,23.6,residential
10831436415,10831436416,6.5,residential
10831436416,10831436417,36.4,residential
10831436417,10831436418,17.1,residential
10831436418,10831436419,22.5,residential
10831436419,10831436420,36.0,residential
10831436420,10831436421,6.8,residential
10831436421,10831436422,23.0,residential
10831436422,10831436423,19.0,residential
10831436423,10831436424,21.5,residential
10831436424,10831436425,26.5,residential
10831436425,10831436426,29.7,residential
10831436400,10831436403,70.7,residential
10831436403,10831436428,8.9,residential
10831436428,10831436427,9.0,residential
10831436446,10831436447,11.1,tertiary_link
10831436447,10831436448,64.3,tertiary_link
10831436448,10831436449,11.6,tertiary_link
10831436449,10831436450,14.1,tertiary_link
10831436450,10831436451,17.8,tertiary_link
10831436451,10831436452,22.4,tertiary_link
10831436452,10831436453,3.6,tertiary_link
10831436454,10831436455,16.0,tertiary_link
10831436455,10831436456,45.8,tertiary_link
10831436456,10831436457,12.4,tertiary_link
10831436457,10831436458,9.7,tertiary_link
10831436458,10831436459,8.4,tertiary_link
10831436471,10831436473,8.2,unclassified
10831436473,10831436472,43.1,unclassified
10831436470,10831436482,20.6,service
10831436482,10831436483,31.8,service
10831436483,10831436484,83.1,service
10831436484,10831436485,12.2,service
10831436485,10831436486,62.9,service
10831436486,10831436489,8.1,unclassified
10831436489,10831436490,2.8,unclassified
10831436490,10831436487,6.4,unclassified
10831436487,13473107947,48.6,unclassified
13473107947,10831436488,114.8,unclassified
10831436493,10831436494,21.3,unclassified
10831436495,10831436496,29.7,unclassified
529470116,10831436497,11.9,tertiary_link
9308129521,10831436359,40.7,tertiary
10831436359,9308129522,43.1,tertiary
9308129522,10831436360,41.3,tertiary
10831436360,9308129523,45.7,tertiary
9308129523,9308129524,121.5,tertiary
9308129524,13473114029,69.4,tertiary
13473114029,12512219229,59.3,tertiary
12512219229,9308129525,29.3,tertiary
9308129525,529470116,19.1,tertiary
10831436497,10831436352,5.1,tertiary
10831436352,10831436353,59.3,tertiary
10831436353,10831436354,62.2,tertiary
10831436354,10831436355,125.9,tertiary
10831436355,10831436356,115.0,tertiary
10831436356,10831436357,40.0,tertiary
10831436357,10831436358,53.3,tertiary
529470128,10831436350,12.1,tertiary_link
10831436350,10831436351,76.5,tertiary
10831436351,10831436497,171.5,tertiary
12512219221,529470111,8.9,tertiary
529470111,529470109,34.7,tertiary
529470109,529470107,63.4,tertiary
529470107,529470128,78.0,tertiary
529458561,10831436347,11.0,tertiary_link
529470128,529470120,37.9,tertiary
529470120,10831436361,29.1,tertiary
10831436361,529458562,28.7,tertiary
529458562,529458561,35.4,tertiary
10831436347,10831436348,25.7,tertiary
10831436348,10831436349,63.6,tertiary
10831436349,10831436350,37.9,tertiary
10831436347,13120677748,7.5,service
13120677748,10831436498,70.6,service
2122131927,10831436499,11.9,primary
529458561,529458560,54.4,tertiary
529458560,529778366,24.9,tertiary
529778366,529458563,92.7,tertiary
529458563,2122131957,61.5,tertiary
10831436499,2122131957,11.2,primary
10831436499,10831436344,66.2,tertiary
10831436344,10831436345,50.3,tertiary
10831436345,10831436346,67.1,tertiary
10831436346,10831436347,48.8,tertiary
10831436500,10831436501,29.8,tertiary_link
10831436501,10831436502,12.9,tertiary_link
10831436502,10831436503,15.9,tertiary_link
10831436503,10831436504,9.0,tertiary_link
10831436504,10831436505,4.9,tertiary_link
529792225,10831436517,11.0,footway
10831436517,10831436506,9.4,footway
529458564,10831436509,12.3,tertiary_link
10831436509,10831436340,39.3,tertiary
10831436340,10831436341,116.7,tertiary
10831436341,10831436342,120.1,tertiary
10831436342,10831436517,84.4,tertiary
10831436517,10831436343,96.2,tertiary
10831436343,10831436499,16.9,tertiary
529458564,529458574,105.4,tertiary
529458574,10831436511,21.3,tertiary
10831436511,529792247,23.4,tertiary
10831436509,12290911895,33.1,service
12290911895,10831436510,29.5,service
529792247,10831436513,9.9,tertiary_link
10831436513,10831436337,4.5,tertiary
10831436337,10831436512,18.2,tertiary
10831436512,10831436338,16.1,tertiary
10831436338,10831436339,38.9,tertiary
10831436339,10831436509,74.9,tertiary
10836474105,12350931357,10.3,secondary
10836474118,2260026954,3.5,tertiary_link
2260026954,2260026955,2.7,tertiary_link
2260026955,2260026884,5.2,tertiary_link
2260026882,2260026900,10.0,tertiary_link
10828183435,10828183416,8.1,secondary
436736922,2260026882,9.6,secondary
10828161830,10828161902,10.1,secondary
10828161902,10828161831,276.0,secondary
10828161831,10828161842,6.3,secondary
10828183450,2122131966,4.8,primary
10855840666,10855840668,44.7,residential
10855840668,10855840671,18.3,residential
10855840671,10855840667,42.4,residential
10857621942,10857621947,146.9,tertiary
10857621947,10857621943,65.1,tertiary
10857621943,10857621944,156.4,tertiary
10857621944,10857998376,63.3,tertiary
10857998376,10857621945,79.7,tertiary
10857621945,10857621946,93.4,tertiary
10857621946,10857621948,53.3,tertiary
10857621948,10828161864,6.4,tertiary
3972492244,10857621949,20.0,tertiary
10857621949,529804459,146.1,tertiary
3972492244,10828161864,15.0,residential
529804458,10857621948,55.8,residential
10857621948,10857621949,5.7,residential
10857621970,10857621964,15.3,tertiary
10857621964,10857621965,35.2,tertiary
10857621965,12342937716,44.6,tertiary
12342937716,10857621966,185.9,tertiary
10857621966,12342937713,26.2,tertiary
12342937713,10857621967,19.4,tertiary
10857621967,12342937714,14.3,tertiary
12342937714,10857621968,53.8,tertiary
10857621968,10857621969,33.7,tertiary
10857621969,5373391836,23.6,tertiary
10857621961,10857621962,37.3,tertiary
10857621962,10857621963,122.6,tertiary
10857621963,12342937724,65.3,tertiary
12342937724,10857621971,4.2,tertiary
10857621971,10857621970,32.3,tertiary
5373391832,10857621972,14.1,tertiary
10857621972,12342937715,23.8,tertiary
12342937715,1470477172,21.3,tertiary
288218594,10857621972,49.4,tertiary
10857621968,10857621973,70.4,tertiary
10857621973,10857621974,5.2,tertiary
2158456551,10857621973,44.0,tertiary
8296445152,2158456551,18.0,unclassified
10857621974,288218594,5.0,primary
10857621973,288218594,5.4,tertiary
903866877,10857621975,11.1,path
10857621975,10857621976,17.5,path
10857621976,10857621977,5.5,path
10857621977,10857621978,6.5,path
10857621978,10857621979,8.6,path
10857621979,10857621980,8.0,path
10857621980,10857621981,37.5,path
10857621981,10857621982,17.4,path
10857621982,10857621983,5.0,path
10857621983,10857621984,7.6,path
10857621984,10857621975,5.3,path
529778452,10857621996,9.2,service
10857621996,10857621997,34.4,service
10857621997,10857621998,23.6,service
10857621998,10857621997,23.6,service
10857621997,10857621999,10.1,service
3793932639,10857622000,17.4,path
10857622000,10857622001,12.3,path
10857622001,10857622002,15.6,path
10857622002,10857622003,31.7,path
10857691420,10857691421,89.5,living_street
10857691421,10857691422,9.5,living_street
10857691422,10857691423,16.4,living_street
10857691423,10857691424,70.8,living_street
10857691424,10857691425,11.9,living_street
10857691425,10857691426,47.9,living_street
10857691429,10857691456,27.7,living_street
10857691456,10857691458,42.5,living_street
10857691458,10857691459,35.1,living_street
4709226985,10857691467,12.7,path
10857691467,10857691468,40.0,living_street
10857691487,10857691486,24.6,service
10857691486,10857691488,13.8,service
10857691488,10857691489,15.5,service
10857691489,10857691490,19.2,service
10857691490,10857691491,14.7,service
10857691491,10857705845,20.1,service
10857705845,10857691492,7.5,service
10857691492,10857691493,25.1,service
10857691493,10857691494,10.0,service
10857691494,10857691495,19.7,service
10857691495,10857691496,12.2,service
10857691496,10857691497,23.5,service
10857691497,10857705841,0.7,service
10857705841,10857691498,19.9,service
10857691498,10857691499,14.1,service
10857691499,10857691500,9.8,service
10857691500,10857691501,17.8,service
10857691501,10857691502,23.7,service
10857691502,10857691503,5.6,service
10857691503,10857691504,22.4,service
10857691504,10857705805,11.3,service
10857705805,10857705806,17.6,service
10857705806,10857705807,17.9,service
10857705807,10857691500,2.7,service
10857705814,10857705815,8.3,service
10857705815,10857705816,11.6,service
10857705816,10857705817,7.6,service
10857705817,10857705818,8.6,service
10857705818,10857705819,12.6,service
10857705819,10857705820,10.7,service
10857705820,10857705821,2.8,service
10857705821,10857705822,7.0,service
10857705822,10857705823,9.5,service
10857705823,10857705824,10.0,service
10857705824,10857705825,12.8,service
10857705825,10857705826,7.4,service
10857705826,10857705813,11.0,service
10857705821,10857705832,9.4,service
10857705832,10857705833,11.6,service
10857705833,10857705834,10.2,service
10857705834,10857705835,12.7,service
10857705836,10857705837,13.8,service
10857705837,10857705809,33.7,service
10857691493,10857705838,14.2,service
10857705838,10857705839,11.4,service
10857705839,10857705840,12.8,service
10857705841,10857705842,34.8,service
10857705842,10857705843,9.1,service
10857705844,10857705845,32.6,service
10857691489,10857705846,31.5,service
10857705846,10857705847,20.6,service
10857705848,10857705849,23.5,residential
10857705849,10857705850,22.1,residential
10857705850,10857705851,40.3,residential
10857705851,10857705852,14.4,residential
10857705852,10857691487,8.1,residential
10857705852,10857705853,35.6,residential
10857705853,10857705867,13.1,residential
10857705867,10857705854,5.1,residential
10857705855,10857705856,22.7,residential
10857705856,10857705857,22.6,residential
10857705857,10857705858,21.7,residential
10857705858,10857705859,25.3,residential
10857705859,10857705860,22.0,residential
10857705860,10857705861,18.6,residential
10857705861,10857705862,6.7,residential
10857705862,10857705863,14.2,residential
10857705863,10857705864,17.4,residential
10857705864,10857705865,10.1,residential
10857705865,10857705866,9.2,residential
10857691488,10857705868,10.3,service
10857705868,10857705869,10.0,service
10857705869,10857705870,9.3,service
10857705870,5342836241,19.4,service
10857705871,10857705872,8.6,living_street
10857705872,10857705873,23.3,living_street
10857705873,10857705874,28.9,living_street
10857705874,10857705875,13.6,living_street
10857705875,10857705876,8.7,living_street
10857705876,10857705877,14.3,living_street
10857705877,10857705878,19.7,living_street
10857705878,10857705888,7.6,living_street
10857705888,10857705879,16.8,living_street
10857705879,529807802,14.3,living_street
10857705880,10857705881,12.5,living_street
10857705881,10857705882,6.9,living_street
10857705882,10857705883,59.2,living_street
10857705883,10857705884,23.8,living_street
10857705884,10857705885,6.8,living_street
10857705885,10857705886,12.8,living_street
10857705886,10857705887,9.1,living_street
10857705887,10857705888,18.5,living_street
529807858,2260026960,41.0,tertiary
10857706088,10857706089,59.9,service
10857706089,10857706090,23.7,service
10857706090,10857706091,10.4,service
10857706091,530282362,6.5,service
10857998367,10857998368,43.9,service
10857998368,10857998369,34.6,service
10857998369,10857998370,41.9,service
10857998369,10857998372,8.2,service
10857998372,11119108110,3.3,service
11119108110,10857998373,23.6,service
10857998373,11119108118,7.7,service
11119108118,11119092088,0.8,service
11119092088,11119092089,4.2,service
11119092089,11119108117,0.3,service
11119108117,11119108114,22.4,service
11119108114,10857998374,3.9,service
10857998374,10857998375,27.1,service
10857998375,10857998376,1.3,service
10857998377,10857998378,60.9,living_street
10857998378,10857998379,4.5,living_street
10857998379,10857998380,6.8,living_street
10857998380,10857998384,1.9,living_street
10857998384,10857998381,22.9,living_street
10857998381,10857998382,74.2,living_street
10857998383,10857998381,64.0,living_street
10857998384,10857998385,71.2,living_street
10857998385,10857998386,2.2,living_street
10857998386,10857998387,16.1,living_street
10857998388,10857998389,58.7,residential
10857998389,10857998390,65.0,residential
10857998390,10857998398,29.7,residential
10857998398,10857998391,7.1,residential
10857998391,10857998392,36.0,residential
10857998392,10857998393,8.9,residential
10857998393,10857998394,17.8,residential
10857998394,10857998395,13.7,residential
10857998395,10857998396,10.9,residential
10857998396,10857998397,6.8,residential
10857998397,529792250,18.4,residential
10857998397,10857998398,46.0,residential
10857998398,10857998399,17.4,residential
10857998399,10857998400,22.4,residential
10857998400,10857998401,26.3,residential
10857998389,10857998402,53.6,residential
10857998402,12342937832,13.3,residential
12342937832,529804450,24.8,residential
529804450,10857998403,36.3,residential
10857998403,10857998404,7.5,residential
10857998404,10857999905,28.5,residential
10857999905,10857999906,16.6,residential
10857999909,10857999910,5.9,service
10857999910,10857999911,8.1,service
10857999911,10857999930,13.3,service
10857999930,10857999912,79.5,service
10857999932,10857999933,45.7,residential
10857999934,10857999935,128.8,residential
10857999936,10857999941,26.1,path
10857999941,10857999942,38.7,path
10857999942,10857999937,23.3,path
10857999937,10857999944,16.5,path
10857999944,10857999938,15.3,path
10857999938,10857999948,40.1,path
10857999948,10857999939,46.9,path
10857999939,10857999945,45.0,path
10857999945,10857999940,37.0,path
10857999940,10857999950,47.2,path
10857999950,10857999941,61.6,path
529804455,10857999942,12.2,path
10857999943,10857999944,13.7,path
10857999942,10857999949,61.7,path
10857999949,10857999945,47.4,path
10857999945,10857999946,7.3,path
10857999946,529792251,8.5,path
10857999947,10857999948,16.9,path
10857999948,10857999949,45.2,path
10857999949,10857999950,37.8,path
10857999951,10857999952,6.3,footway
10857999953,10857999954,6.3,footway
10857999955,10857999956,6.1,footway
10857999957,10857999958,5.9,footway
2259058446,2259058591,183.4,primary
2259058591,2259058606,56.7,primary
2259058606,2259058573,50.6,primary
2259058573,2259058551,45.7,primary
530278270,5715698179,99.0,tertiary
5715698179,2259058610,79.9,tertiary
2259058131,10883977438,140.9,primary
530278273,10858000053,5.1,path
10858000053,10858000045,9.6,path
10858000045,10858000046,8.7,path
10858000046,10858000047,5.7,path
10858000047,10858000048,35.7,path
10858000048,10858000049,6.7,path
10858000049,10858000050,25.2,path
10858000050,10858000051,33.9,path
10858000051,10858000052,25.2,path
10858000052,10858000048,27.2,path
312198041,312198033,26.9,tertiary
312198033,312198023,149.8,tertiary
312198023,10861820050,117.6,tertiary
10861820050,312198007,258.0,tertiary
312198007,530278270,165.2,tertiary
6225821775,436666880,128.4,primary
436666880,436666881,32.2,primary
436666881,6225821778,24.2,primary
6225821778,436666882,5.0,primary
436666882,436666883,21.8,primary
436666883,436666884,25.6,primary
436666884,11443545740,6.6,primary
11443545740,436666885,14.3,primary
436666885,904021073,33.7,primary
904021073,6225821768,35.7,primary
6225821768,6225821765,60.5,primary
6225821765,530278275,28.7,primary
530278275,12290929368,19.6,primary
10861820050,13476529122,8.0,track
13476529122,13476529123,7.6,track
13476529123,13476529124,105.1,track
13476529124,10861820051,65.0,track
10861820051,10861820052,113.7,track
10861820052,10861820053,77.3,track
10861820053,10861820054,100.5,track
312198041,10883977440,7.2,track
10883977440,10861820097,15.1,track
10861820097,10861820098,18.2,track
10861820098,10861820099,85.2,track
10861820099,10861820100,19.7,track
12290932611,9239317126,8.2,primary
9239317126,3756941165,12.9,primary
3756941165,9239317127,12.4,primary
9239317127,529470271,12.6,primary
529470271,10861820153,108.2,primary
10861820153,530278165,47.8,primary
10861820153,10861820154,116.7,service
10861820154,10861820161,14.8,service
10861820161,10861820155,1.6,service
10861820155,10861820156,42.6,service
10861820156,10861820157,24.7,service
10861820157,10861820158,42.6,service
10861820158,10861820159,14.2,service
10861820159,10861820160,42.3,service
10861820161,10861820162,21.8,service
10861820162,10861820163,23.2,service
10861820163,10861820164,12.6,service
10861820164,10861820167,96.2,service
10861820167,10861820165,13.4,service
10861820166,10861820167,23.6,service
10861820165,10861820168,33.5,service
10861820168,10861820169,9.0,service
10861820170,11079771520,46.6,service
11079771520,6021663244,47.0,service
6021663244,10861820171,16.7,service
10861820178,10861820179,137.3,residential
6225822114,6007183721,42.9,service
6225822119,10861820178,82.1,service
6225822102,10861820771,31.9,service
10861820771,10861820772,8.7,service
10861820772,10861820773,17.5,service
2260026872,10836474105,12.6,secondary
10836474118,2260026872,19.2,secondary
2260026882,2260026932,17.8,secondary
2260026932,2260026952,7.0,secondary
2260026952,529807851,29.3,secondary
529807851,10857705894,11.0,secondary
10857705894,2260026912,9.2,secondary
2260026912,436736921,43.9,secondary
436736921,10862415654,2.7,secondary
10862415654,10828183421,24.7,secondary
