u,v,length_m,highway
530286890,530286891,18.0,residential
530286891,12525922293,6.4,residential
12525922293,12525922292,10.4,residential
12525922292,12525922299,7.2,residential
12525922299,12525922297,7.1,residential
12525922297,12525922298,7.6,residential
12525922298,12525922296,4.7,residential
12525922296,12525922295,4.8,residential
12525922295,12525922294,16.2,residential
12525922294,530286892,16.0,residential
530286892,12525922300,18.6,residential
12525922300,12525941001,8.1,residential
12525941001,12525941002,13.8,residential
12525941002,530286893,21.3,residential
530286893,530286894,8.6,residential
530286894,12525941003,4.5,residential
12525941003,530286895,7.3,residential
530286895,12525941005,6.9,residential
12525941005,12525941004,4.8,residential
12525941004,530286896,9.5,residential
530286896,530286873,18.2,residential
530286873,530286874,19.3,residential
530286874,530286875,9.0,residential
530286875,530286876,17.4,residential
530286876,530286877,13.3,residential
530286877,530286878,14.4,residential
530286878,12525941006,16.0,residential
12525941006,12525941007,10.8,residential
12525941007,12525941008,15.9,residential
12525941008,530286879,17.1,residential
530286924,530286925,6.2,residential
530286925,530286926,24.8,residential
530286926,530286927,17.3,residential
530286927,530286928,10.7,residential
530286928,530286929,8.8,residential
530286929,530286933,8.3,residential
530286933,530286934,7.2,residential
530286934,530286935,5.1,residential
530286935,530286936,7.4,residential
530286936,530286937,9.0,residential
530286937,530286938,9.9,residential
530286938,530286939,6.4,residential
530286939,530286948,9.7,residential
530286948,530286949,16.7,residential
530286939,530286940,7.5,residential
530286940,12525922287,15.4,residential
12525922287,530286941,12.8,residential
530286941,530286942,18.0,residential
530286942,530286943,12.0,residential
530286943,530286944,9.8,residential
530286944,530286930,20.3,residential
530286930,530286931,27.4,residential
530286944,530286947,24.7,residential
530286945,530286932,51.9,residential
530287011,530287018,49.6,residential
530287018,530287023,41.7,residential
530287023,3969210080,35.2,residential
3969210080,3969210078,36.1,residential
3969210078,3969210077,37.8,residential
3969210077,3969210076,39.0,residential
3969210076,3969210075,37.1,residential
3969210075,3969210074,35.3,residential
3969210074,11507258896,18.4,residential
11507258896,530286867,19.4,residential
530286867,530286868,35.5,residential
530286868,530286888,35.7,residential
530286888,530286887,39.7,residential
530287018,530287019,16.0,residential
530287019,530287016,63.6,residential
530287016,530287015,33.4,residential
530287015,530287014,49.7,residential
530287014,530286864,48.5,residential
530286864,530286872,54.5,residential
530286872,530286857,96.4,residential
530286857,530286860,45.7,residential
530286860,530286856,34.9,residential
530282391,3969210074,149.0,residential
3969210074,530286866,42.6,residential
530286866,530286869,52.0,residential
530286869,530286865,73.9,residential
530286865,530286857,73.4,residential
7456175745,3969210077,148.3,residential
3969210077,530286864,143.8,residential
530286865,530286859,35.0,residential
530286859,530286861,75.1,residential
530286861,530286858,39.0,residential
530286859,11507258897,73.9,residential
11507258897,530286860,29.6,residential
530286861,530286862,108.4,residential
530286866,11507258895,18.4,residential
11507258895,530286863,129.9,residential
530287030,530286867,148.3,residential
530287031,530286868,148.9,residential
530287032,530286888,148.6,residential
530286872,4154289515,51.2,residential
4154289515,11507258914,53.4,residential
11507258914,530286852,14.7,residential
530286852,530286853,53.7,residential
530286853,13108208368,7.9,residential
13108208368,530282339,36.1,residential
530287033,3969210075,149.7,residential
3969210075,11507258885,102.7,residential
11507258885,530286870,33.5,residential
530287034,3969210076,148.2,residential
3969210076,530286872,179.5,residential
530287020,3969210078,148.7,residential
3969210078,530287014,111.9,residential
530287021,3969210080,148.9,residential
3969210080,530287015,79.4,residential
530287022,530287023,149.0,residential
530287016,529483793,51.8,residential
4148023414,3969210079,40.2,residential
3969210079,530287006,36.4,residential
530287006,8462375098,37.2,residential
530286855,13108208350,115.6,residential
13108208350,13108208361,28.9,residential
13108208361,529483803,25.0,residential
530286998,10264358426,22.2,residential
10264358426,530286999,19.5,residential
530286999,530290059,10.1,residential
530290059,14091919767,38.3,residential
14091919767,530290060,29.2,residential
530290060,530290061,25.1,residential
530290061,530290062,15.6,residential
530290062,530290063,14.0,residential
530290063,530290064,8.4,residential
530290064,7478900363,34.1,residential
530287010,530287005,112.0,residential
530290170,530290158,49.7,residential
530290158,8738513380,6.1,residential
8738513380,3879912702,42.3,residential
3879912702,530290155,48.0,residential
530290155,8462375099,30.6,residential
8462375099,530290138,11.9,residential
529483789,530290144,53.8,residential
530290144,530290139,2.3,residential
530290139,530290146,36.5,residential
530290146,530290145,36.5,residential
530290145,11079771525,15.8,residential
11079771525,8462375100,23.0,residential
8462375100,530290138,9.8,residential
530290139,530290142,29.7,residential
530290142,530290143,38.9,residential
530290143,530287013,34.9,residential
530287013,530290141,36.2,residential
530290141,529483796,36.5,residential
530290142,529483791,108.9,residential
530290143,530290135,92.4,residential
530290135,530290136,23.3,residential
530290139,530290137,108.5,residential
530287024,3969210082,100.0,residential
530290147,3969210082,49.3,residential
3969210082,530290157,36.9,residential
530290157,8738513376,21.0,residential
8738513376,530290156,14.6,residential
530290156,3879912702,36.5,residential
3879912702,530290149,58.6,residential
530290150,530290152,46.1,residential
530290152,530290151,44.7,residential
530290152,530290154,75.6,residential
530290154,530290155,35.0,residential
530290156,530290145,99.5,residential
530290157,530290146,107.2,residential
699849774,530290089,70.2,residential
530290089,11079771532,9.8,residential
11079771532,530290051,63.9,residential
530290051,4309965755,28.2,residential
4309965755,530290048,1.0,residential
530290048,530290044,25.2,residential
530290044,530290031,64.9,residential
11079771528,530290107,19.7,residential
530290107,530290119,104.7,residential
530290119,530290118,42.5,residential
530290120,530290121,45.0,residential
530290121,530290122,38.3,residential
530290122,530290108,58.7,residential
530290108,530290109,75.3,residential
530290112,530290110,217.6,residential
530290073,530290076,78.9,residential
530290076,530287007,71.6,residential
530290069,3969210081,66.8,residential
3969210081,530290074,66.5,residential
530290074,530290075,79.6,residential
530290070,530290071,43.8,residential
530290071,530290074,78.7,residential
530290113,530290114,70.9,residential
530290114,530290103,96.2,residential
530290103,530290104,33.9,residential
530290105,530290106,17.3,residential
530290106,13108208380,8.0,residential
13108208380,530290090,8.1,residential
530290090,530290091,29.5,residential
530290091,530290092,19.2,residential
530290092,530290093,33.9,residential
530290093,13108208369,2.9,residential
13108208369,699849774,17.3,residential
699849774,530290094,22.2,residential
530290030,14091919766,61.3,residential
14091919766,530290059,29.0,residential
4309965755,530290032,32.4,residential
530290032,530290043,27.0,residential
530290043,530290033,15.4,residential
530290033,530290042,9.1,residential
530290042,530290077,15.3,residential
530290077,530290078,24.0,residential
530290078,530290079,6.3,residential
530290079,530290080,32.5,residential
530290080,530290081,17.8,residential
530290081,699849961,20.5,residential
699849961,530290017,48.7,residential
530290017,530290018,53.6,residential
530290034,530290035,12.2,residential
530290035,530290036,7.4,residential
530290036,530290037,7.2,residential
530290037,530290038,6.2,residential
530290038,530290039,13.9,residential
530290039,530290040,10.0,residential
530290040,530290041,9.0,residential
530290041,530290042,10.7,residential
530290051,530290052,11.7,service
530290052,530290053,11.2,service
530290053,530290054,10.7,service
530290054,530290043,19.4,service
530290089,530290088,54.7,residential
530290088,699850149,88.3,residential
699850149,699849961,64.7,residential
699849961,530290019,28.9,residential
530290020,12338850260,10.1,residential
12338850260,12338850261,6.4,residential
12338850261,530290021,14.2,residential
530290088,530290084,11.3,residential
530290084,530290085,19.0,residential
530290085,530290086,11.0,residential
530290086,530290087,15.3,residential
530290087,530290079,23.3,residential
530981026,5224589591,9.5,service
5224589591,530981029,10.3,service
530981029,530981027,16.3,service
530981027,530981028,16.0,service
530981028,530981017,75.2,service
530981017,530981018,7.3,service
530981018,530981019,129.6,service
530981019,530981021,22.2,service
530981021,530981022,11.3,service
530981022,530981023,17.2,service
530981006,5224589595,3.3,service
5224589595,530981007,12.2,service
530981007,530981008,13.8,service
530981008,530981009,4.3,service
530981009,530981010,6.5,service
530981010,530981011,4.7,service
530981011,530981012,8.3,service
530981012,530980995,9.7,service
530980995,530980996,21.9,service
530980996,530980997,3.4,service
530980997,530980998,6.8,service
530980998,530980999,10.1,service
530980999,530981000,9.8,service
530981000,530981002,21.7,service
530981002,5224589602,7.0,service
5224589602,530981003,7.2,service
530981003,530981004,11.7,service
530981004,5224589596,10.5,service
5224589596,530981013,3.7,service
530981024,6146988068,12.9,residential
6146988068,5224589587,5.6,residential
5224589587,530981035,145.3,residential
530981035,530981036,13.6,residential
530981036,530981037,12.2,residential
530981037,530981038,13.2,residential
530981038,530981039,117.5,residential
530981039,6146988071,11.4,residential
6146988071,530981034,11.8,residential
530981037,530981040,150.2,residential
530981040,530981041,11.4,residential
529470249,530990666,58.8,tertiary
530990666,530990653,69.4,tertiary
530990653,13109953804,51.9,tertiary
13109953804,530990654,19.5,tertiary
530990654,530990655,17.3,tertiary
530990655,13109953803,13.6,tertiary
13109953803,530990656,18.2,tertiary
530990656,13109890699,23.8,tertiary
13109890699,530990657,9.9,tertiary
530990657,530990649,62.2,tertiary
530990649,13584766594,18.0,tertiary
13584766594,530990650,11.6,tertiary
530990650,13584766592,4.4,tertiary
13584766592,5372387405,22.7,tertiary
5372387405,530990651,21.7,tertiary
530990651,530990652,22.6,tertiary
530990652,530990590,24.6,tertiary
530990590,530990591,18.2,tertiary
530990591,530990592,32.1,tertiary
530990592,530990593,18.5,tertiary
530990593,530990594,19.9,tertiary
530990594,530990618,16.1,tertiary
530990618,530990613,24.1,tertiary
530990613,530990610,14.0,tertiary
530990610,530990611,7.1,tertiary
530990615,530990609,76.9,tertiary
530990609,530990584,53.4,tertiary
530990584,530990583,18.1,tertiary
530990583,312198192,42.5,tertiary
312198192,312198201,67.5,tertiary
312198201,312198211,32.7,tertiary
312198211,312198223,27.3,tertiary
312198223,312198234,25.0,tertiary
312198234,5372387406,15.5,tertiary
5372387406,312198241,14.5,tertiary
312198241,312198247,20.4,tertiary
312198247,312198251,28.0,tertiary
312198251,312198257,26.8,tertiary
312198257,312198263,29.6,tertiary
312198263,312198269,39.2,tertiary
312198269,312198274,71.5,tertiary
312198274,312198281,43.2,tertiary
312198281,312198291,30.4,tertiary
312198291,312198302,25.4,tertiary
312198302,312198317,31.0,tertiary
312198317,312198334,25.8,tertiary
312198334,312198352,29.8,tertiary
312198352,5372387407,16.1,tertiary
5372387407,312198369,16.5,tertiary
530990611,530990612,27.4,tertiary
530990612,530990600,36.9,tertiary
530990600,530990579,36.2,tertiary
530990579,530990580,20.6,tertiary
530990580,530990581,11.1,tertiary
530990581,530990582,13.3,tertiary
530990582,530990572,15.4,tertiary
530990572,530990573,14.1,tertiary
530990573,530990574,19.7,tertiary
530990574,530990575,19.3,tertiary
530990575,530990576,20.4,tertiary
530990576,530990577,13.7,tertiary
530990577,530990578,14.3,tertiary
530990578,530990640,18.4,tertiary
530990640,530990641,16.1,tertiary
530990641,530990642,46.4,tertiary
530990642,5224591953,29.2,tertiary
5224591953,530990643,8.7,tertiary
530990643,530990644,62.0,tertiary
530990644,530990645,51.1,tertiary
530990645,530990646,33.9,tertiary
530990646,530990647,20.8,tertiary
