id,lat,lon
530278169,35.8390872,129.2211385
530278170,35.8389712,129.221251
530278171,35.8389131,129.2215271
530278172,35.8388634,129.2217419
530278173,35.8389162,129.2219771
530278174,35.8389576,129.222101
10861820172,35.839016,129.2225317
10861820177,35.8401473,129.2225747
530278178,35.8401527,129.221971
530278179,35.8401593,129.2214275
530278180,35.8401833,129.2212914
530278183,35.8402591,129.2211041
530278105,35.8401546,129.2208769
530278106,35.8400287,129.2205083
530278107,35.8399248,129.2201897
530278104,35.839819,129.2197849
530278133,35.8417762,129.2187237
530278127,35.8409629,129.218682
530278122,35.8407202,129.2186791
530278123,35.8406871,129.2194717
8481047435,35.8417309,129.2199455
3724906527,35.8411451,129.2199158
3724906526,35.840902,129.2199033
3724906525,35.8406758,129.219892
530278124,35.8405873,129.2198875
530278135,35.8417153,129.220366
530278129,35.8411313,129.220335
530278131,35.8408836,129.2203218
530278126,35.8406646,129.2203101
530278125,35.8405586,129.2203045
530278128,35.8409201,129.2194926
530278130,35.8411586,129.219506
530278136,35.8430149,129.2196657
530278147,35.8430349,129.2188882
530278138,35.8422117,129.218846
530278137,35.8417726,129.2188196
530278139,35.8422007,129.2191895
11079771521,35.8421906,129.2195894
530278140,35.8427892,129.2192248
530278141,35.8417596,129.2191713
530278134,35.8417289,129.2199997
530278143,35.8429977,129.2200909
7456158870,35.8443613,129.220611
530278149,35.8448783,129.2206209
530278150,35.8453453,129.2206296
2911126344,35.8456811,129.2206427
530278151,35.8460034,129.2206692
530278155,35.8467917,129.2207101
530278154,35.8469361,129.2207184
530278159,35.8489138,129.2207796
530278187,35.8416843,129.2212026
5408960990,35.842462,129.2212666
530278188,35.8429497,129.2213157
530278189,35.8416683,129.2216327
13060930776,35.841695,129.2216366
530278190,35.8423059,129.2217259
530278196,35.8429294,129.2217983
530278214,35.84428,129.2227217
530278219,35.8431636,129.2226854
530278193,35.8430092,129.2226804
530278198,35.8421125,129.2226513
529470358,35.8416326,129.2226357
530278216,35.8429966,129.2225224
530278217,35.8429462,129.2223737
13060930723,35.8429329,129.2223299
530278194,35.8429043,129.2222355
530278195,35.8429135,129.2220655
530278145,35.8429748,129.2205779
4309925785,35.8431059,129.2236954
530278232,35.8430743,129.2244131
530278199,35.8415691,129.2243088
530278203,35.8420959,129.2243611
530278201,35.8424336,129.2243551
530278202,35.8426969,129.2243652
13060768111,35.8428592,129.2243858
530278234,35.8433146,129.2245146
530278235,35.8436313,129.2245902
530278236,35.8442325,129.2246691
530278218,35.8442732,129.2237341
13060768112,35.8428773,129.2236999
530278197,35.8425698,129.223686
5408960991,35.8424071,129.2236884
4309642478,35.8420975,129.2237738
13060930261,35.8416925,129.2237517
530278185,35.8415931,129.2237538
6225822119,35.8422235,129.2265648
530278204,35.8426022,129.2266216
530278270,35.8397675,129.2365685
10883977439,35.839787,129.2364724
530278271,35.8399307,129.2357629
530278272,35.8400988,129.234875
530278273,35.8402666,129.233609
1470477179,35.8402896,129.2332905
530278274,35.8403938,129.2329437
436666885,35.8406565,129.2324397
530278275,35.8419284,129.2332333
530278210,35.8421861,129.2318646
530278211,35.8424174,129.2309601
13099201856,35.8424511,129.230852
